trip_id,trip_name,segment_id,osm_segment_id,length_meters,road_type,lanes,lanes_source,tunnel,max_speed,speed_source,traffic_light,coords,node_degree,betweenness,closeness,rarity_score
26,Korfez - Dilovasi,26029,2371243985-12086811218,1096.0884437225366,secondary,1,varsayilan,0,80,varsayilan,1,"LINESTRING (29.5389992 40.789574, 29.5392974 40.7896963, 29.5393627 40.7897291, 29.5400812 40.7900006, 29.5406903 40.7901916, 29.5408811 40.7902483, 29.5411603 40.7903049, 29.5414722 40.7903384, 29.5421183 40.790378, 29.5423455 40.7903953, 29.5427845 40.7904288, 29.5430977 40.790457, 29.5437895 40.7905194, 29.5451545 40.7907346, 29.5455831 40.7908121, 29.5464195 40.7909772, 29.5467424 40.7910409, 29.5470507 40.7911034, 29.5473512 40.7911643, 29.5477777 40.7912508, 29.5484491 40.7913402, 29.54862 40.7913681, 29.5491133 40.7915216, 29.5495844 40.7918014, 29.54974 40.7918903, 29.5505937 40.7924417, 29.5506886 40.7925097, 29.5509533 40.7926992, 29.5510035 40.7927609)",5,0.008944575635008493,2.9157821464799157e-05,0.6055268437109141
26,Korfez - Dilovasi,26030,12086811218-7910230637,803.7160012790765,secondary,1,varsayilan,0,80,varsayilan,1,"LINESTRING (29.5510035 40.7927609, 29.5523253 40.7927278, 29.5530405 40.7927091, 29.5539856 40.7926624, 29.5543691 40.792639, 29.554695 40.7925922, 29.5549361 40.7925311, 29.555235 40.7924162, 29.5554836 40.7922871, 29.5557128 40.7921346, 29.5559196 40.7919039, 29.5560353 40.79165, 29.5560767 40.7913831, 29.5560013 40.7910152, 29.5553041 40.7887442)",4,0.008267060506398556,2.9380362420705073e-05,3.593625635670598
26,Korfez - Dilovasi,26031,7910230637-12086846764,385.44370116256016,secondary,1,varsayilan,0,80,varsayilan,1,"LINESTRING (29.5553041 40.7887442, 29.5552901 40.7886986, 29.555283 40.7885699, 29.5553051 40.7884069, 29.5553437 40.788269, 29.5553989 40.7881395, 29.5554817 40.7880225, 29.55557 40.7879264, 29.5556305 40.7878899, 29.5556969 40.787858, 29.5558212 40.7878423, 29.5589678 40.7879826)",4,0.008343005100796346,2.9477742228520394e-05,3.712352450292437
26,Korfez - Dilovasi,26032,12086846764-2369383622,371.99813353148795,secondary,1,varsayilan,0,80,varsayilan,1,"LINESTRING (29.5589678 40.7879826, 29.5598658 40.7880214, 29.5621151 40.7881186, 29.5624683 40.7881353, 29.5628491 40.7881896, 29.5633156 40.7883716)",6,0.017162495521502598,2.9584014592547924e-05,3.7911822338078522
26,Korfez - Dilovasi,26033,2369383622-2371242848,1614.1043846028317,secondary,1,varsayilan,0,80,varsayilan,1,"LINESTRING (29.5633156 40.7883716, 29.5630226 40.7881724, 29.5628665 40.7881037, 29.5626705 40.788047, 29.5625103 40.7880349, 29.5622688 40.7880428, 29.5620834 40.7880373, 29.5619494 40.7879779, 29.561819 40.7878545, 29.5617345 40.7876973, 29.5616917 40.7875513, 29.5612737 40.7870294, 29.560899 40.7865071, 29.5606257 40.7861381, 29.5603348 40.7856721, 29.5601263 40.7854817, 29.5595998 40.7852474, 29.559398 40.7851618, 29.5591602 40.7851483, 29.5586703 40.7852311, 29.5568477 40.7855583, 29.5561788 40.7856365, 29.5560617 40.7856502, 29.555086 40.7857493, 29.5550118 40.7857495, 29.5548651 40.7857497, 29.5545736 40.7857502, 29.5543384 40.7857506, 29.5540232 40.7857637, 29.5538551 40.7857713, 29.5535851 40.7857612, 29.5534337 40.7857374, 29.5529897 40.7856676, 29.552611 40.7856081, 29.5516693 40.7855652, 29.5508562 40.7855058, 29.5504735 40.7855239, 29.5503171 40.7855313, 29.5495502 40.7856295, 29.5489219 40.7856577, 29.5487261 40.7856658, 29.5482768 40.7856225, 29.5480802 40.7856035, 29.5475233 40.7854985, 29.5471457 40.7854273, 29.5466342 40.7853213, 29.546561 40.7853061)",4,0.0009519878274217168,2.818792579541406e-05,0.47313941420872696
26,Korfez - Dilovasi,26034,2371242848-2371242849,25.983285477326056,secondary,1,varsayilan,0,80,varsayilan,0,"LINESTRING (29.546561 40.7853061, 29.5465419 40.7853538, 29.5464883 40.7853852, 29.5463961 40.7853618, 29.5463601 40.7853096)",3,0.0005771789174232089,2.8166515871309118e-05,0.3890462761364728
27,Korfez - Cayirova,27001,1852938735-1852938710,310.6109017854517,motorway_link,1,varsayilan,0,80,varsayilan,0,"LINESTRING (29.7818331 40.7704408, 29.7827324 40.7703486, 29.7829371 40.7703224, 29.7830609 40.7702916, 29.7832118 40.7702397, 29.7834776 40.7701275, 29.7840519 40.7698859, 29.7842539 40.7698107, 29.7844207 40.769763, 29.7846302 40.769719, 29.7848657 40.7696822, 29.7850761 40.7696605, 29.785318 40.7696482)",4,0.0031094397343904823,3.831947456978292e-05,0.763789084927641
27,Korfez - Cayirova,27002,1852938710-10713207111,149.03932749584843,motorway_link,1,varsayilan,0,80,varsayilan,0,"LINESTRING (29.785318 40.7696482, 29.7853258 40.7702515, 29.7852969 40.7708406, 29.7852986 40.7709881)",6,0.0031110479728600825,3.831663989652156e-05,0.7642310459972993
27,Korfez - Cayirova,27003,10713207111-1852938740,25.93666025979753,motorway_link,1,varsayilan,0,80,varsayilan,0,"LINESTRING (29.7852986 40.7709881, 29.7852794 40.7712209)",5,0.0022645784583604726,3.8298939160240785e-05,0.6990618773622317
27,Korfez - Cayirova,27004,1852938740-1975839951,15.461612833537322,motorway_link,1,varsayilan,0,80,varsayilan,0,"LINESTRING (29.7852794 40.7712209, 29.7851114 40.771277)",5,0.00198143914112918,3.827543077368955e-05,0.9566046461358341
27,Korfez - Cayirova,27005,1975839951-10713207106,20.411966313557606,motorway_link,1,varsayilan,0,80,varsayilan,0,"LINESTRING (29.7851114 40.771277, 29.7850576 40.771213, 29.7849992 40.7711148)",3,0.001556417452246486,3.824635942355192e-05,0.7635480152532819
27,Korfez - Cayirova,27006,10713207106-26552325,239.70837040549662,motorway_link,1,varsayilan,0,80,varsayilan,0,"LINESTRING (29.7849992 40.7711148, 29.7849942 40.7709971, 29.7849652 40.7709142, 29.7849233 40.7708562, 29.7848625 40.770793, 29.7847827 40.7707443, 29.7846877 40.7707128, 29.7845528 40.7706885, 29.7843689 40.7706727, 29.7825181 40.7705552)",3,0.13096627434582667,3.792972879958406e-05,0.8296814625857857
27,Korfez - Cayirova,27007,26552325-26552347,707.5955230335458,motorway,3,osm,0,130,osm,0,"LINESTRING (29.7825181 40.7705552, 29.7814089 40.7705851, 29.7804123 40.7706462, 29.77994 40.7706769, 29.779271 40.7707344, 29.7788548 40.7707719, 29.7781533 40.7708565, 29.7771545 40.7710007, 29.77648 40.7711107, 29.7758583 40.7712162, 29.7749997 40.77138, 29.7742464 40.771552)",3,0.13096689977189818,3.690304201901691e-05,59.02402138770151
27,Korfez - Cayirova,27008,26552347-1975839956,354.7402603996215,motorway,3,osm,0,130,osm,0,"LINESTRING (29.7742464 40.771552, 29.7731279 40.7717897, 29.7715467 40.7721643, 29.7707788 40.7723478, 29.7702177 40.7724832)",3,0.12959105176115515,3.775238425112213e-05,58.056166823428924
